id,sentences,label
1682,nažalost oba javna poziva to nisu omogućila i to nije dobro i nije u redu,0
1683,stipe bartulica dp rekao je da profesoričin znanstveni rad zaslužuje respekt ali pojasnio zašto su protiv  na temu nepravde iz komunizma ona s pravom govori da je potrebno žrtve obeštetiti ali nije ništa rekla kako se odnositi prema počiniteljima  mnoge zemlje provele su lustraciju za razliku od nas,1
1684,nemamo ništa osobno protiv nje milanović ima pravo predložiti koga hoće,0
1685,nije najbolja osoba za ovu funkciju,0
1686,milorad pupovac sdss pak naglasio naš klub misli da je profesorica dobra kandidatkinja ali je šteta što način dolaženja nije bio dobar od početka je kontaminiran posebno kontaminiran onime što ona primjećuje da je iskusila a nije samo ona  i najviši predstavnici vlasti zastupnici i intelektualci koji su bili predmet difamacija kleveta i denuncijacija zbog osjećaja što trebaju govoriti,1
1687,nije samo stvar da dobijemo dobre kandidate nego i u kakvoj atmosferi ih dobivamo  a ova je kontaminirana razornom neprimjerenom retorikom svojstvenom samo nekim ranijim razdobljima naše demokracije,1
1688,vidjeli smo kako se to odrazilo na pravosuđe,1
1689,zbog toga će ovaj klub biti suzdržan ali se nadamo da ćemo se opametiti,1
1690,urša raukar u ime zelenolijevog bloka dala je podršku bez zadrške ovaj izbor je test zrelosti za sve zastupnike mogu li birati na temelju objektivnih i stručnih kriterija,1
1691,profesorica đurđević pokazala je svojim radom i na saslušanju izvrsnost stručni i ljudski integritete,1
1692,kratkoročni politički interesi bi trebali biti maknuti sa strane,1
1693,đurđević nudi rješenja za sve neuralgične točke pravosuđa,1
1694,marija selak raspudić u ime mosta rekla je da most ne želi sudjelovati u farsi u kojoj je sabor sveden na bezvrijednu instituciju i treba sudjelovati u unaprijed predodređenom izboru,1
1695,nitko s lijevog spektra ne smatra važnim razmotriti što se dogodilo s udbaškim likvidacijama što i nije neočekivano kad tamo sjede oni koji su pisali lex perković i govorili da ih je udba trebala i više likvidirati,1
1696,slušali smo spinove oko stavova profesorice đurđević podržavanje laži koje je ona opovrgla a sve s ciljem da se ispadne većim hrvatinom,1
1697,to nije domoljublje,0
1698,odbijamo biti dio farse,1
1699,hrvatska će od ulaska u europsku uniju eu 1 srpnja 2013 početi izdavati nove putovnice potvrdila su nam jučer dva izvora iz vladinih krugova,1
1700,propisi eu jasno propisuju izgled korica putovnice i njihov sadržaj dok je kod boje ‘čvrsta preporuka’ da one budu crvene  rekao nam je izvor iz pregovaračkog tima,1
1701,to znači da se ulaskom u uniju po svemu sudeći vraćaju crvene putovnice kakve su hrvati imali do raspada bivše jugoslavije,1
1702,doduše odluku o boji novih putovnica uvjeravaju nas naši sugovornici zagreb još nije donio to tek treba ispregovarati s europskom komisijom,1
1703,ipak promjena putovnica nakon ulaska u eu neće se odvijati preko noći već će za to biti ostavljeno prijelazno razdoblje,1
1704,osim toga sadašnje plave putovnice nastavit će vrijediti do njihova isteka,0
1705,osim putovnica članstvo u eu donijet će i promjene registarskih oznaka,1
1706,te se promjene odnose na obavezno uvođenje plave trake s natpisom hr unutar 12 zvjezdica,0
1707,istini za volju već i sada mnogi automobili imaju takvu traku no njena primjena do ulaska u eu nije obavezna,0
1708,ministrica vanjskih i europskih poslova vesna pusić poručila je javnosti kako mora glasovati za ulazak hrvatske u eu inače  neće dobiti mirovine,1
1709,ne bih htjela biti preokrutna ali ako ne uđemo u uniju nećete dobiti mirovinu,1
1710,mogu vam ja biti antipatična ali nemojte da vam bude antipatičan vlastiti život,1
1711,o tome se radi,1
1712,o glavu nam je ljudi,1
1713,glasajte za budućnost ove zemlje  zavapila je šefica diplomacije za vrijeme gostovanja u eteru radija antena zagreb,1
1714,ako glasamo za neulazak u eu taj tjedan gubimo kreditni rejting,0
1715,što znači da nismo u mogućnosti vraćati svoje dugove,0
1716,mirovine ovise o zdravoj ekonomiji,1
1717,ako ne možete vraćati dugove rastu vam kamate,1
1718,stvari su vrlo jednostavne  objašnjavala je ministrica svoj stav,0
1719,u emisiji je također izjavila kako hrvatska neće legalizirati marihuanu te kako su zakoni o lakim drogama u nadležnosti domaćeg pravosuđa,1
1720,pusić je naglasila kako je marihuanu ilegalno prenositi preko granice čak i u eu,0
1721,kako je kazala ministrica omjer građana koji želi ući u europsku uniju trenutno iznosi 60 posto 30 posto ih je protiv a deset posto su neodlučni,1
1722,euroskeptici mogu utjecati na odluku 10 posto neodlučnih  kazala je pusić,0
1723,kad završim studij bit ću stručspecoec a moj prijatelj bit će stručspecingpolitech,0
1724,europska unija za takve nazive nije čula naprosto ih ne prepoznaje i ne zna ih prevesti a hrvatska je jedina koja ih je definirala zakonom što je apsurd kaže karlo kolesar predsjednik vijeća studenata veleučilišta i visokih škola,1
1725,vijeće predstavlja 45000 studenata stručnih studija i odlučilo je pokrenuti inicijativu za izmjenom tri zakona jer njihovi nazivi stupanj “stručni specijalistspecijalistica uz inačicu naznake struke  stručspec pa onda na primjer  inglogist nisu prepoznati na tržištu rada u hrvatskoj niti u eu,0
1726,apeliraju na ministarstvo znanosti obrazovanja i sporta da ispravi ovu po zapošljavanje mladih stručnjaka kardinalnu pogrešku,0
1727,dobili su podršku eurashe krovne europske organizacije za visoko stručno obrazovanje a ako treba vijeće će se obratiti i europskoj komisiji,1
1728,problem je objašnjava kolesar što hrvatski sustav nije usklađen sa sustavom visokog obrazovanja u eu i ovakvih naziva u drugim državama članicama nema,0
1729,riječ je o ozakonjenim specijalističkim diplomskim stručnim studijima koji se izvode na nizu veleučilišta visokih škola ali i sveučilišta,0
1730,najviše ih je iz područja ekonomije i poduzetništva,0
1731,specijalistički stručni studiji u pravilu traju dvije godine a upisuju ih studenti nakon tri godine stručnog ili sveučilišnog studija,0
1732,po završetku ukupno pet godina stječu naziv stručnog specijalista za kojega ne postoji službeni prijevod titule na engleski jezik,0
1733,najčešće se prevodi kao specialist of ili professional of što je na tržištu rada eua  tvrdi kolesar  u pravilu neprepoznatljivo,0
1734,kontaktirali smo ministarstvo znanosti tim više što smo dobili povratnu informaciju hrvatske udruge poslodavaca u kojoj se slažu da ti nazivi nisu prepoznatljivi  tvrdi kolesar i dodaje kako vijeće traži izjednačavanje nazivlja diplomskih stručnih i sveučilišnih studija,0
1735,nema razloga smatra da se jednima priznaje razina magistar englmaster a drugima ne,1
1736,broj studenata koji upisuju specijalističke diplomske stručne studije je u porastu prema podacima agencije za znanost 200809 bilo ih je 2493 a 201314  7226,1
1737,većina ih se plaća i to od 5500 do 20 tisuća kuna,0
1738,ministarstvo znanosti zatražit će očitovanje agencije za znanost kao i mišljenje akreditacijskog savjeta kaže zamjenik ministra roko andričević,0
1739,agencija daje preporuke ministarstvu za izdavanjem dopusnica za pojedine studije a ministar je taj koji donosi odluku,1
1740,povjerenik za pregovore o proširenju i susjedstvu johannes hahn je prije dva dana prvi put javno predložio ono što se već dulje vrijeme čuje po koridorima institucija europske unije a to je ukidanje prava veta državama članicama u postupku proširenja eu,1
1741,kako je rekao hahn u svom govoru pred zastupnicima europskog parlamenta i predstavnicima nacionalnih parlamenata države članice zadržale bi pravo odlučivanja hoće li ili neće primiti na kraju novu članicu u eu ali tijekom postupka odlučivalo bi se kvalificiranom većinom,0
1742,kako bi obrazložio svoju ideju hahn je spomenuo da se oko dvije trećine vremena i energije u postupku potroši na uvjeravanje jedne ili dvije članice da se slože s onime s čim su se složili svi ostali,1
1743,ta ideja se spominje već nekoliko godina još otkako je hrvatska imala status kandidata a slovenija joj je blokirala otvaranje brojnih poglavlja zbog bilateralnih sporova oko granice,1
1744,druge države članice se uglavnom nisu slagale sa slovenskom blokadom ali nisu mogle učiniti ništa kako bi se ta prepreka skinula,1
1745,tek kada je tadašnja premijerka jadranka kosor postigla sporazum sa slovenskim kolegom borutom pahorom ukinuta je blokada otvarana su i zatvarana pregovaračka poglavlja te je hrvatska 2 srpnja 2013 postala članica europske unije,1
1746,upravo zbog hrvatskog slučaja ali i zbog grčke blokade makedonije koja je trajala sve do ovih dana u eu su se često čule ideje o ukidanju prava veta kako ne bi svaka država u svakom koraku mogla blokirati pregovore s bilo kojim kandidatom,1
1747,u procesu proširenja se od usvajanja pregovaračkih stajališta do otvaranja i zatvaranja poglavlja zatim zaključenja pregovora potpisivanja ugovora o pristupu i ratifikacije odlučuje jednoglasno,1
1748,diplomati u eu još su se tada pitali “ako slovenija ovako blokira hrvatsku s kojom ima prijateljske odnose što će tek hrvatska učiniti srbiji ili srbija jednoga dana kosovu”,0
1749,hrvatska je prije ulaska u eu usvojila političku deklaraciju u saboru kojom se politički obvezala na promicanje europskih vrijednosti u susjedstvu i pomaganje državama iz regije u procesu integracija u eu,1
1750,upravo zbog hrvatskoslovenskog slučaja eu je još od prošle godine u strategiji proširenja uvela uvjet rješavanja bilateralnih sporova znatno prije članstva u eu jer unija “neće i ne može uvoziti takve probleme”,1
1751,i tako sročena rečenica je odraz stanja odnosa hrvatske i slovenije koje i dalje imaju otvoren spor oko granice a slovenija je tražila da su u to umiješa i eu te je hrvatsku tužila sudu europske unije,1
1752,zasad je na ideju johannesa hahna javno reagirala samo hrvatska zastupnica u europskom parlamentu iz redova konzervativaca ruža tomašić,1
1753,ona je hahnu uputila pismo kojim upozorava da bi ova promjena bila diskriminatorna prema državama poput hrvatske koje su morale ispuniti sve uvjete kako bi postale članice eu,1
1754,“budući da su republika hrvatska i ostale države koje su punopravne članice unije postale prije nje sve uvjete za članstvo u uniji morale ispuniti u potpunosti uključujući i navedenih 300 jednoglasnih odluka ne misli li povjerenik hahn da bi ovakav gotovo isključivi prelazak na glasovanje kvalificiranom većinom bio diskriminatoran prema državama koje su uvjete za članstvo ispunile detaljno i beskompromisno” upitala je tomašić koja je upozorila da hrvatska i dalje ima brojna otvorena pitanja sa srbijom koja nije mogla riješiti bilateralno,1
1755,hahnova ideja se mnogima u bruxellesu čini logičnom,0
1756,hrvatska bi je svakako pozdravila dok je bila kandidatkinja,1
1757,no malo tko vjeruje da je takva promjena moguća i to ne zbog hrvatske nego zbog njemačke francuske i nizozemske,0
1758,dok turska ima status kandidata dok postoji bilo kakva nada da ova država ikada može postati članica eu teško je očekivati da bi te države pristale da im se ukine pravo veta u bilo kojem koraku pristupnih pregovora,1
1759,ako bi se ostvario prijedlog vodećeg kandidata europske pučke stranke za predsjednika europske komisije manfreda webera da se i formalno s turskom prekinu pregovori onda bi prelazak na odlučivanje kvalificiranom većinom imao šansu,0
1760,večeras će odbor za proračunski nadzor europskog parlamenta saslušati ivanu maletić zastupnicu hdza u europskom parlamentu koju je hrvatska vlada nominirala za članicu europskog revizorskog suda,0
1761,nakon saslušanja isti odbor će glasati o preporuci a potom bi na plenarnom zasjedanju europski parlament trebao dati podršku ivani maletić za tu funkciju,0
1762,nakon što se o kandidaturi izjasni europski parlament člana europskog revizorskog suda potvrđuju države članice u vijeću,0
1763,pri tome stav europskog parlamenta nije pravno obvezujući za vijeće ali je rijetkost da netko bude imenovan bez potpore parlamenta,0
1764,očekuje se da će ivana maletić bez problema proći u parlamentarnom odboru i u europskom parlamentu s obzirom na njezino iskustvo i po pitanju europskih fondova i funkcioniranja eu institucija,1
1765,ona će nakon što preuzme funkciju u spomenutom sudu zamijeniti nevena matesa koji je bio prvi hrvatski član tog suda na mandatu od šest godina,0
1766,saslušanje matesa u europskom parlamentu prije šest godina nije prošlo slavno,1
1767,njega je najprije odbio odbor za proračunski nadzor a potom i europski parlament,0
1768,no iako je bio obećao da će se povući ako ne dobije potporu on to nije učinio,1
1769,hrvatska vlada je inzistirala i vijeće eu je na kraju bez potpore europskog parlamenta imenovalo matesa kao hrvatskog člana europskog revizorskog suda,1
1770,europski revizorski sud je tijelo eu koje radi vanjsku reviziju korištenja sredstava iz eu proračuna,1
1771,rade i izvješća o učinkovitosti pojedinih programa ali i reviziju projekata,0
1772,to nije klasični sud jer nema pravnu moć nametanja kazni,0
1773,ali nalazi suda mogu poslužiti i za istrage olafa ili državnih tijela ukoliko uoče slučajeve korupcije,0
1774,ovaj revizorski sud djeluje neovisno od drugih tijela eua,1
1775,revizorski sud je smješten u luxemborugu i u njemu radi blizu 1000 ljudi,1
1776,formalno svaka država članica eu ima i jednog člana revizorskog suda,0
1777,članovi europskog revizorskog suda ne moraju biti suci ali moraju poznavati dobro financije,0
1778,osnovna bruto plaća člana revizorskog suda je blizu 22 tisuće eura mjesečno,0
1779,kada se od toga oduzmu porezi ali i dodaju razni dodaci ovisno o obiteljskim okolnostima i drugim kriterijima plaća se kreće oko 20 tisuća eura,1
1780,plaća je slična kao i članova europske komisije a mandat je čak i duži,0
1781,ako je suditi po stavovima građana zagreb je osma po redu metropola u eu po čistoći,1
1782,pokazuje to istraživanje eurostatističara koje je obuhvatilo 109 europskih gradova u kojem su anketirani građani ocjenjivali čistoću grada u kojem žive,0
1783,među glavnim gradovima u eu ispred zagreba su po čistoći pokazuje istraživanje koje je eurostat proveo 2015 no koje je objavljeno danas luxembourg koji drži prvo mjesto kao i beč i ljubljana koja je na trećem mjestu,1
1784,slijede riga helsinki vilnius i tallinn,1
1785,i dok u luxembourgu čak 95 posto građana tvrdi da je zadovoljno čistoćom toga grada a u beču isti zaključak izvlači njih 90 posto te u ljubljani 88 posto u zagrebu je čistoćom grada zadovoljno kako je pokazalo istraživanje 74 posto građana,1
1786,najveće probleme s čistoćom gradskih ulica trgova i parkova među prijestolnicama članica unije ima rim,0
1787,u glavnom gradu italije naime čistoćom je zadovoljno samo devet posto ispitanika,0
1788,čistoćom grada u kojem živi nije zadovoljan ni najveći dio stanovnika bratislave sofije i bukurešta,0
1789,istraživanje inače pokazuje da su najčišći gradovi u eu u latviji,0
1790,naime čak dva latvijska grada drže vrh ljestvice 109 europskih gradova koje je obuhvatilo istraživanje,1
1791,radi se o ventspilsu u kojem je čistoćom grada zadovoljno čak 99 posto građana te o valmieri u kojoj ekološki palac gore diže 97 posto građana,0
1792,na trećem mjestu u eu je španjolski oviedo u kojem je čistoćom grada zadovoljno 95 posto građana,1
1793,pozicija ovieda je ujedno i najbolje mjesto grada iz neke južne članice eu na unijinoj ekološkoj ljestvici,1
1794,po strategiji niskougljičnog razvoja emisiju stakleničkih plinova u konačnici treba smanjiti za 80 do 95 posto u eu koja će u tu svrhu do 2020 godine uložiti 17 milijardi eura a hrvatska će samo u sljedećem četverogodišnjem razdoblju u tu svrhu dobiti preko 800 milijuna kuna rečeno je u utorak na skupu pariški sporazum o klimatskim promjenama – izazovi i prilike,0
1795,hrvatska je postala punopravna članica pariškog sporazuma 23 lipnja te se obvezala do 2030 smanjiti emisije stakleničkih plinova za 40 posto,0
1796,pariški sporazum potpisalo je 195 zemalja a hrvatska je 147 država koja ga je ratificirala,1
1797,državni tajnik ministarstva zaštite okoliša i energetike mario šiljeg kazao je kako hrvatska emitira malo stakleničkih plinova no itekako je suočena s globalnim klimatskim promjenama,0
1798,ističe da se hrvatska mora odlučiti na koji će način razvijati energiju industriju energetiku poljoprivredu ali i osnažiti primjenu obnovljivih izvora energije,1
1799,novaca ima iz strukturnih fondova i samo u sljedećem četverogodišnjem razdoblju imat ćemo preko 800 milijuna kuna koje želimo uložiti u aktivne mjere tamo gdje se najviše može doprinijeti borbi protiv klimatskih promjena rekao je,1
1800,tu se dodaje šiljeg prvenstveno misli na energetsku učinkovitost primjenu obnovljivih izvora jer se pokazala kao skup mjera koje mogu najviše doprinijeti u ostvarenju ciljeva,1
1801,po strategiji niskougljičnog razvoja želimo živjeti u društvu u kojem ćemo smanjiti emisiju stakleničkih plinova u konačnici za 80 do 95 posto u eu,0
1802,to izgleda ambiciozno no ako se uključe aktivne mjere u svim područjima ljudskog djelovanja taj je cilj ostvariv dodao je,0
1803,činjenica je da se investiranje u nove projekte kreće brže nego što se mogu prikupiti statistički podatci,1
1804,ključna je točka da je obnovljiva energija konkurentna po cijeni i sve je češća od fosilnih goriva,1
1805,tako je energija vjetra nadmašila ugljen kao drugi glavni izvor energije u europi nakon plina,1
1806,eu postaje drugo po veličini tržište vjetroelektrana nakon kine kazala je zamjenica voditelja predstavništva ek u hrvatskoj mirella rašić,0
1807,pozitivni trendovi su jako dobri razina kapaciteta električne energije iz obnovljivih izvora povećava se s globalnim porastom od devet posto od 2015 do 2016 rekla je rašić,1
1808,razina rasta u europi u 2016 iznosila je pet posto,0
1809,u sektoru obnovljivih izvora energije zaposleno je više od milijun ljudi te privlači sve više investicija,1
1810,rašić naglašava da su od 2005 godine smanjeni troškovi za uvoz fosilnih goriva za čak 16 milijardi eura,0
1811,europski strukturni investicijski fondovi uložit će 17 milijardi eura u energetsku učinkovitost tijekom sedam godina,0
1812,panel prezentaciju pariški sporazum – izazovi i prilike predstavila je načelnica sektora za klimatske aktivnosti i održivi razvoj u ministarstvu zaštite okoliša i energetike jasenka nećak,0
1813,upozorivši na veličinu problema klimatskih promjena podsjetila je na poplave u iz 2014 godine koje su za posljedicu imale i materijalnu štetu od 300 milijuna eura,1
1814,globalno razina mora stalno raste i u posljednjih 100 godina porasla je za 20 centimetara naglasila je,0
1815,pojasnila je kako je ugljični dioksid prvi krivac za klimatske promjene a u posljednjih 160 godina evidentno mu raste koncentracija što izravno uzrokuje porast temperature,0
1816,od 2000 do 2010 godine taj porast godišnje raste 22 posto u emitiranju ugljičnog dioksida prednjači sad s 27 i eu s 28 posto a slijedi ih kina s 11 upozorava nećak,0
1817,cilj eua je smanjiti količinu stakleničkih plinova za 40 posto do 2030 godine u usporedbi s razinom emisija iz 1990 godine kazala je,0
1818,turisti su u hrvatskoj lani ostvarili ukupno 894 milijuna noćenja što je 39 posto više nego u 2017 godini,1
1819,najveći dio noćenja čak 83 milijuna ili gotovo 93 posto ostvarili su strani turisti što hrvatsku po udjelu noćenja stranaca u ukupnom broju noćenja turista svrstava na visoko treće mjesto u eu iza malte i cipra pokazuju podaci eurostatistike,1
1820,dvije otočne članice eua jedine imaju veći udio noćenja stranaca u ukupnom broju noćenja turista,0
1821,na malti je udio noćenja stranaca lani iznosio čak 96 posto dok je na cipru dosegao 95 posto,0
1822,s druge strane najmanji udio stranaca u ukupnim noćenjima turista u eu lani je imala rumunjska samo 19 posto za kojom slijede poljska s udjelom od 20 posto i njemačka s udjelom stranaca od 21 posto podaci su eurostata,1
1823,iako strani turisti dominiraju u hrvatskom turizmu hrvatska ima i jaku domaću komponentu u turističkom prometu,1
1824,štoviše domaća komponenta raste o čemu dovoljno govori i podatak da je broj domaćih noćenja lani u hrvatskoj porastao 84 posto u odnosu na 2017 godinu,1
1825,to nas opet svrstava na treće mjesto na ljestvici eu  ponovno iza cipra i malte dvije male otočne članice koje su lani imale rast domaće komponente u noćenjima turista od 106 posto koliko je više domaćih noćenja ostvareno na cipru i 86 posto koliko je taj rast iznosio na malti,1
1826,jedine dvije članice unije koje su lani zabilježile pad broja noćenja domaćih turista bile su pokazuju podaci eurostata grčka s padom od 73 posto u odnosu na godinu ranije i luksemburg s 45 posto manje noćenja domaćih turista,1
1827,u eu kao cjelini lani je zabilježeno više od 31 milijarde noćenja turista što predstavlja rast od 22 posto u odnosu na godinu ranije,1
1828,stranci su u eu lani ostvarili više od 14 milijarde noćenja ili dva posto više nego u 2017 dok su domaći turisti ostvarili gotovo 17 milijardi noćenja ili 23 posto više nego u 2017 godini,1
1829,najveće stope rasta broja noćenja turista u 2018 imale su latvija 83 posto litva 77 posto i malta 65 posto,1
1830,s druge strane najveći pad broja noćenja turista u istom razdoblju imali su luksemburg 43 posto irska 15 posto i španjolska 09 posto,1
1831,naravno apsolutne brojke daju bitno drukčiji poredak na ljestvici,1
1832,najveći broj noćenja turista u eu lani je prema podacima eurostatističara imala španjolska čak 467 milijuna,0
1833,slijedi francuska s 444 milijuna noćenja pa italija s 429 milijuna noćenja i njemačka čiji su turistički kapaciteti ostvarili ukupno 419 milijuna noćenja turista pokazuju podaci eurostata,1
1834,natječaj ministarstva regionalnog razvoja poboljšanje konkurentnosti i učinkovitosti mspa kroz ikt jučer je bio otvoren samo 35 sekundi čime se među konzultantima razvila sumnja na moguće nepravilnosti ili u samom sustavu projektne prijave ili još gore u transparentnost odabira projekta,1
1835,natječaj ukupne vrijednosti 532 milijuna kuna bio je namijenjen poduzetnicima koji su informacijskim i komunikacijskim tehnologijama željeli modernizirati svoje poslovanje,0
1836,projektni prijedlozi su 28 kolovoza spremno čekali 1100 za prijavu kako bi potencijalni korisnici svoje projekte predali među prvima i tako si povećali šansu da dobiju sredstva,0
1837,unatoč tome što je natječaj službeno bio otvoren u 11 sati kao što je i bilo predviđeno došlo je do neočekivanog obrata koji je neugodno iznenadio sve sudionike,1
1838,prema riječima direktora konzultantske tvrtke ravencon roberta ravenšćaka koji je u danom trenutku prijavljivao tri neovisna projekta svojih klijenata  prvi u 110042 drugi u 110107 a treći u 110145  čekali su informaciju sustava ili projektni kod kao potvrdu da je prijava prošla uspješno no to se nije dogodilo,0
1839,kako da sebi ali i klijentu objasnim da je njegova prijava bila zaprimljena više desetaka sekundi nakon prethodne iako su sve bile prijavljene u gotovo isto vrijeme točno u 1100 – pita se ravenšćak,0
1840,nedugo nakon toga dobili su potvrdu ministarstva regionalnog razvoja i fondova europske unije da je natječaj obustavljen nakon zaprimanja prevelikog broja prijava,0
1841,obavijest ministarstva stigla je u 1215 a u njoj je bilo navedeno da je natječaj obustavljen u 11003544 jer su do tada zaprimili više od 200 prijava,0
1842,obavještavamo prijavitelje i zainteresiranu javnost kako je zaprimanje prijava za poziv na dostavu projektnih prijedloga za natječaj kk032118 poboljšanje konkurentnosti i učinkovitosti mspa kroz informacijske i komunikacijske tehnologije ikt obustavljeno u trenutku kada je iznos bespovratnih sredstva obrađenih projektnih prijava premašio 200 posto od ukupne alokacije poziva navedeno je u obrazloženju ministarstva,0
1843,nakon što su se konzultirali s kolegama koji su se susreli s jednako neugodnom situacijom zajednički su zaključili da je natječaj bio retroaktivno zatvoren i da postoji opravdana sumnja na nepravilnosti u samom softveru ili još gore u dodjeli sredstava,1
1844,ministarstvo nije moglo ignorirati pobunu koja je nastala među poduzetnicima pa je bilo prisiljeno dodatno se očitovati o slučaju,0
1845,sustav efondovi kao vrijeme podnošenja prijave uzima klik prijavitelja na akciju podnesi odnosno klik na da kao odgovor na pitanje u skočnom prozoru jeste li sigurni da želite podnijeti projektnu prijavu,0
1846,točno vrijeme jest vrijeme na poslužitelju sustava efondovi koje je postavljeno na srednjoeuropsko cet vrijeme,0
1847,obrada prijava na predmetni poziv vršena je s odgodom radi optimizacije podnošenja projektnih prijava i to prema redoslijedu zaprimanja odnosno podnošenja projektnih prijava prema srednjoeuropskom vremenu navedeno je u njihovom objašnjenju,0
1848,u nastavku očitovanja ministarstvo je navelo da 589 prijava nije obrađeno zbog obustave,0
1849,ovo je zapravo najveći poraz cijelog demokratskog sustava unutar ujedinjenog kraljevstva,1
1850,referendum kao jedan od vidova direktne demokracije tu je najmanje kriv objašnjava dr josip glaurdić nositelj leverhulme fellowshipa na odsjeku za politiku i međunarodne studije sveučilišta u cambridgeu,0
1851,glaurdić je nakon trećeg razreda u iiisplitskoj gimnaziji otišao na razmjenu u sad gdje je ostao na fakultetu te diplomirao politologiju i međunarodnu poslovnu ekonomiju,0
1852,doktorirao je političke znanosti na sveučilištu yale a nakon toga dobio posao na cambridgeu gdje danas živi i radi,0
1853,kao odličan poznavatelj situacije u velikoj britaniji profesor glaurdić u razgovoru za jutarnji list iznosi prilično sumornu prognozu,1
1854,koji su uzroci da je većina na referendumu podržala brexit,0
1855,kad je sama kampanja u pitanju najveći utjecaj imala su lažna obećanja proponenata izlaska iz europske unije i iznimno mlako sudjelovanje laburističkog vodstva pod jeremyjem corbynom u kampanji za ostanak britanije u eu,1
1856,strukturalnih razloga za ovakav rezultat je cijeli niz od izrazite klasne podijeljenosti britanskoga društva u kojoj su cijele regije jednostavno “zaboravljene” posljednjih tridesetak godina pa do tinjajućeg rasizma i ksenofobije koji su ovom kampanjom dobili ispušni ventil,1
1857,dakle radi se u najvećoj mjeri o prosvjednim glasovima protiv vladajućeg političkog sustava koji su polučili ovakav uspjeh zahvaljujući beskrupulozno vođenoj kampanji u kojoj se nije libilo otvoreno lagati kao i nemuštom odgovoru političkog establishmenta i to prije svega onoga na ljevici,1
1858,koliko su opravdane primjedbe zagovornika brexita npr pitanje velikog broja stranaca,1
1859,je li britansko društvo ksenofobično,0
1860,postoje istodobno i izrazito otvorene liberalne struje kao i one ksenofobične pa čak i rasističke,1
1861,rezultati ovog referenduma dali su mogućnost tim drugim strujama da pokažu svoje pravo lice što je mnogima od nas bio izraziti šok iako smo svega toga već i prije bili svjesni,1
1862,vjerojatnost za izlazak škotske iz uk je visoka a sve je izvjesnije da bi i sjeverna irska pošla sličnim putem,1
1863,no hoće li biti moguće ondje održati mir između dviju zajednica,1
1864,bit će potrebna iznimna politička sposobnost za upravljanje procesom,0
1865,tu političku sposobnost ne vidim kod proponenata brexita,0
1866,taj vakuum liderstva u londonu je ono što najviše plaši a pokrenut je ireverzibilan proces,1
1867,svi koji smatraju da se brexitu može doskočiti nekakvom pravnom začkoljicom ili jednostavno pomanjkanjem volje parlamenta da ovu odluku provede u velikoj su zabludi,1
1868,to bi vodilo samo još većim podjelama u britanskom društvu kaže prof glaurdić,1
1869,europska unija ima niz problema koje treba rješavati,0
1870,to je svima jasno,0
1871,ali kada stavimo sve te probleme na vagu  no bez preuveličavanja i izmišljanja  i usporedimo ih s njezinim dobrim stranama pozitivni aspekti su drastično veći od negativnih,1
1872,pogotovo je to lučaj iz britanske perspektive,0
1873,bez eu britaniju čekaju zaista olovne godine i to na niz područja od domaće političke scene koja je nepovratno naelektrizirana i koja je zaronila duboko u ambis najnižih strasti preko ekonomske situacije koja bi se vrlo lako mogla pretvoriti u tešku depresiju pa sve do geopolitičke uloge britanije koja bi mogla biti izrazito negativno redefinirana,1
1874,ne pokazuju li ovakve odluke kako referendumi mogu biti opasni zbog manipulacija,0
1875,i da i ne,0
1876,ovaj je referendum zapravo jasno pokazao u kojoj mjeri postoji izniman raskorak između političke klase i velikog broja birača,1
1877,političari ne mogu samo birače kriviti za neinformirane ili manipulirane odluke ako ih desetljećima varaju i ako ih sustav politički ne obrazuje,1
1878,ovo je zapravo najveći poraz cijelog demokratskog sustava unutar ujedinjenog kraljevstva,1
1879,referendum je kao jedan od vidova direktne demokracije tu najmanje kriv,0
1880,žminj je gradić i općina u središnjoj istri,0
1881,prema posljednjem popisu stanovništva onom iz 2011 godine na području općine žminj živjelo je oko 3500 ljudi,0
1882,od tog broja oko tisuću ih je u samom gradiću a ostatak u 30ak sela koja su u sastavu općine,1
1883,žminj je u istri uglavnom poznat kao veliko prometno križanje,0
1884,ili bolje rečeno bio je to do gradnje istarskog ipsilona,0
1885,ceste iz žminja vode prema svim dijelovima istre  prema puli i pazinu kao i prema rovinju potpićnu i labinu te dalje prema rijeci i kvarnerskim otocima,0
1886,ni gradnja ipsilona nije pretjerano bacila žminj u drugi plan budući da se taj srednjovjekovni gradić nalazi samo nekoliko kilometara od nove autoceste,1
1887,iako je povijesno uvijek bio vezan uz pazin u upravnom je pogledu posljednjih 70ak godina vezan uz rovinj,1
1888,no za razliku od rovinja i ostalih općina na rovinjštini koji svoju sadašnjost i budućnost uglavnom vide u turizmu turizam u žminju tek se počinje razvijati,1
1889,veliku ulogu u turističkom razvoju žminja imat će strategija razvoja turizma općine koja je u izradi a koja bi svjetlo dana kaže za globus željko plavčić načelnik općine žminj trebala ugledati do kraja godine,1
1890,vrijednost tog projekta je 55750 kuna a financira se iz programa ruralnog razvoja,0
1891,iz istog se fonda financira i niz drugih projekata na žminjštini a novcem namijenjenim za ruralni razvoj žminj se počeo koristiti tek 2017 godine,0
1892,prva sredstva iz tog fonda bila su namijenjena za ažuriranje prostornih planova općine žminj a vrijednost tog projekta bila je 320000 kuna od čega je 230000 kuna stiglo iz blagajne eu,0
